id,symbol,pairSymbol,contractAddress,pairContractAddress,decimals,pairDecimals,chain,modalCexToDex,modalDexToCex,Binance,MEXC,Gateio,INDODAX,KyberSwap,Matcha,OKXDEX,ODOS,ParaSwap,Lifi,isActive
24,AVAX,USDT,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
25,AXL,USDT,0x8b1f4432f943c465a973fedc6d7aa50fc96f1f65,0x55d398326f99059fF775485246999027B3197955,6,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
26,AXS,USDT,0x715d400f88c167884bbcc41c5fea407ed4d2f8a0,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
27,BAG,ETH,0x808688c820AB080A6Ff1019F03E5EC227D9b522B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,70,60,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
28,BAKE,USDT,0xe02df9e3e622debdd69fb838bb799e3f168902c5,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
29,BANANAS31,USDT,0x3d4f0513e8a29669b960f9dbca61861548a9a760,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
30,BANANAS31,BNB,0x3d4f0513E8a29669B960f9dBcA61861548A9A760,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,18,18,BSC,500,450,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
31,BAND,USDT,0xad6caeb32cd2c308980a548bd0bc5aa4306c6c18,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32,BAT,USDT,0x101d82428437127bf1608f699cd651e6abf9766e,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
33,BAT,ETH,0x0D8775F648430679A709E98d2b0Cb6250d2887EF,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,1200,1100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
34,BCH,USDT,0x8ff795a6f4d97e7887c79bea79aba5cc76444adf,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
35,BEAMX,USDT,0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
36,BEAR,ETH,0x17837004eA685690b32dbEaD02a274Ec4333A26a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,40,35,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
37,BEL,USDT,0x8443f091997f06a61670b735ed92734f5628692f,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
38,BETA,USDT,0xBe1a001FE942f96Eea22bA08783140B9Dcc09D28,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,50,40,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
39,BMT,USDT,0x7d814b9ed370ec0a502edc3267393bf62d891b62,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
40,BNT,USDT,0xa069008a669e2af00a86673d9d584cfb524a42cc,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,30,30,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41,BONK,USDT,0xa697e272a73744b343528c3bc4702f2565b2f422,0x55d398326f99059fF775485246999027B3197955,5,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
42,BROCCOLI714,USDT,0x6d5ad1592ed9d6d1df9b93c793ab759573ed6714,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
43,BRWL,ETH,0x4086E77C5E993FDB90a406285d00111a974F877a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,4,18,Ethereum,70,70,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
44,BTTC,USDT,0x352cb5e19b12fc216548a2677bd0fce83bae434b,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
45,BUSY,ETH,0x5CB3ce6D081fB00d5f6677d196f2d70010EA3f4a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,60,60,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
46,CAKE,USDT,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
47,CEEK,ETH,0xb056c38f6b7Dc4064367403E26424CD2c60655e1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,300,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
48,CELR,USDT,0x1f9f6a696c6fd109cd3956f45dc709d2b3902163,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,150,150,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
49,CFG,ETH,0xcccCCCcCCC33D538DBC2EE4fEab0a7A1FF4e8A94,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,700,650,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
50,CFX,USDT,0x045c4324039da91c52c55df5d785385aab073dcf,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
51,CGPT,USDT,0x9840652dc04fb9db2c43853633f0f62be6f00f98,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
52,CHESS,USDT,0x20de22029ab63cf9a7cf5feb2b737ca1ee4c82a6,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
53,CHR,USDT,0xf9cec8d50f6c8ad3fb6dccec577e05aa32b224fe,0x55d398326f99059fF775485246999027B3197955,6,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
54,CIRUS,ETH,0xA01199c61841Fce3b3daFB83FeFC1899715c8756,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,60,40,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
55,CLEAR,ETH,0x58b9cB810A68a7f3e1E4f8Cb45D1B9B3c79705E8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,250,200,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
56,COMP,USDT,0x52ce071bd9b1c4b00a0b92d298c512478cad67e8,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
57,COOKIE,USDT,0xc0041ef357b183448b235a8ea73ce4e4ec8c265f,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
58,COOKPROTOCOL,ETH,0xFF75CEd57419bcaEBe5F05254983b013B0646eF5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,100,100,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
59,COS,USDT,0x96dd399f9c3afda1f194182f71600f1b65946501,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
60,COTI,USDT,0xadbaf88b39d37dc68775ed1541f1bf83a5a45feb,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
61,CREAM,ETH,0x2ba592F78dB6436527729929AAf6c908497cB200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,300,300,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
62,CRF,ETH,0x508df5aa4746bE37b5b6A69684DfD8BDC322219d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,70,60,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
63,CRVUSD,ETH,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,200,150,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
64,CTK,USDT,0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929,0x55d398326f99059fF775485246999027B3197955,6,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
65,CTSI,USDT,0x8da443f84fea710266c8eb6bc34b71702d033ef2,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,50,50,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
66,CYBER,USDT,0x14778860e937f509e651192a90589de711fb88a9,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
67,DATA,USDT,0x0864c156b3c5f69824564dec60c629ae6401bf2a,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,200,200,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
68,DEXE,USDT,0x6e88056e8376ae7709496ba64d37fa2f8015ce3e,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,200,200,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
69,DF,USDT,0x4a9a2b2b04549c3927dd2c9668a5ef3fca473623,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,20,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
70,DFND,ETH,0xd2adC1C84443Ad06f0017aDCa346Bd9b6fc52CaB,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,80,70,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
71,DHV,ETH,0x62Dc4817588d53a056cBbD18231d91ffCcd34b2A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,70,70,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
72,DIA,USDT,0x99956d38059cf7beda96ec91aa7bb2477e0901dd,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
73,DIGG,ETH,0x798D1bE841a82a273720CE31c822C61a67a601C3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,9,18,Ethereum,200,150,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
74,DIS,ETH,0x220B71671b649c03714dA9c621285943f3cbcDC6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,70,70,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
75,DODO,USDT,0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,200,200,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
76,DOGE,USDT,0xba2ae424d960c26247dd6c32edc70b295c744c43,0x55d398326f99059fF775485246999027B3197955,8,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
77,DOT,USDT,0x7083609fce4d1d8dc0c979aab8c869ea2c873402,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
78,DUSK,USDT,0xb2bd0749dbe21f623d9baba856d3b0f0e1bfec9c,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
79,EDU,USDT,0xbdeae1ca48894a1759a8374d63925f21f2ee2639,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,150,150,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
80,EGLD,USDT,0xbf7c81fff98bbe61b40ed186e4afd6ddd01337fe,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
81,ELON,ETH,0x761D38e5ddf6ccf6Cf7c55759d5210750B5D60F3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,1000,900,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
82,EMPIRE,ETH,0x9A2Af0AbB12bee5369B180976Be01E8c80D0e7B6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,9,18,Ethereum,50,50,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
83,ENJ,ETH,0xF629cBd94d3791C9250152BD8dfBDF380E2a3B9c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,500,450,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
84,EPIC,ETH,0x94314a14Df63779c99C0764a30e0CD22fA78fC0E,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,500,450,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
85,ETC,USDT,0x3d6545b08693dae087e957cb1180ee38b9e3c25e,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
86,ETC,UNI,0x3d6545b08693dae087e957cb1180ee38b9e3c25e,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,18,18,BSC,300,300,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
87,ETH,USDT,0x2170ed0880ac9a755fd29b2688956bd959f933f8,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
88,EURI,USDT,0x9d1a7a3191102e9f900faa10540837ba84dcbae7,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,20,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
89,FANC,ETH,0xbB126042235E6bD38B17744cb31a8bF4A206c045,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,300,250,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
90,FARM,BNT,0xa0246c9032bC3A600820415aE600c6388619A14D,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,18,18,Ethereum,1200,1000,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
91,FARM,ETH,0xa0246c9032bC3A600820415aE600c6388619A14D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,1200,1000,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
92,FERC,ETH,0x2eCBa91da63C29EA80Fbe7b52632CA2d1F8e5Be0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,60,50,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
93,FET,USDT,0x031b41e504677879370e9dbcf937283a8691fa7f,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,100,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
94,FIL,USDT,0x0d8ce2a99bb6e3b7db580ed848240e4a0f9ae153,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
95,FIL,BAKE,0x0D8Ce2A99Bb6e3B7Db580eD848240e4a0F9aE153,0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,18,18,BSC,300,250,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
96,FIRE,ETH,0xF921ae2DAC5fa128DC0F6168Bf153ea0943d2D43,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,8,18,Ethereum,60,60,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
97,FLOKI,USDT,0xfb5b838b6cfeedc2873ab27866079ac55363d37e,0x55d398326f99059fF775485246999027B3197955,9,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
98,FLOW,USDT,0xc943c5320b9c18c153d1e2d12cc3074bebfb31a2,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
99,FLUX,USDT,0xaff9084f2374585879e8b434c399e29e80cce635,0x55d398326f99059fF775485246999027B3197955,8,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100,FORM,USDT,0x5b73a93b4e5e4f1fd27d8b3f8c97d69908b5e284,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
101,FORM1,ETH,0xE7deE4823EE18F1347F1Cf7997f70B94eFDe2E1F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,200,150,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
102,FOURCOIN,ETH,0x244b797d622D4DEe8b188b03546ACAAbD0Cf91A0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,100,100,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
103,FUN,ETH,0x419D0d8BdD9aF5e606Ae2232ed285Aff190E711b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,8,18,Ethereum,700,600,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
104,FXS,USDT,0xde2f075f6f14eb9d96755b24e416a53e736ca363,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,100,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
105,G,USDT,0x9c7beba8f6ef6643abd725e45a4e8387ef260649,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
106,GAME2,ETH,0x825459139C897D769339f295E962396C4F9E4A4D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,300,250,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
107,GHST,USDT,0x385Eeac5cB85A38A9a07A70c73e0a3271CfB54A7,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,18,6,Polygon,800,750,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
108,GLCH,ETH,0x038a68FF68c393373eC894015816e33Ad41BD564,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,250,250,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
109,GMT,USDT,0x3019bf2a2ef8040c242c9a4c5c4bd4c81678b2a1,0x55d398326f99059fF775485246999027B3197955,8,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
110,GOG,ETH,0x9AB7bb7FdC60f4357ECFef43986818A2A3569c62,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,200,150,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
111,HAEDAL,USDT,0x3d9be0ac1001cd81c32464276d863d2ffdca4967,0x55d398326f99059fF775485246999027B3197955,9,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
112,HEDG,ETH,0xF1290473E210b2108A85237fbCd7b6eb42Cc654F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,100,100,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
113,HEI,USDT,0xf8f173e20e15f3b6cb686fb64724d370689de083,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,100,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
114,HEI,ETH,0xF8F173E20e15f3b6CB686FB64724D370689De083,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,150,120,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
115,HFT,USDT,0x44ec807ce2f4a6f2737a92e985f318d035883e47,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,100,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
116,HIFI,ETH,0x4b9278b94a1112cAD404048903b8d343a810B07e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,1000,800,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
117,HIGH,USDT,0x5f4bde007dc06b867f86ebfe4802e34a1ffeed63,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
118,HMT,ETH,0xd1ba9BAC957322D6e8c07a160a3A8dA11A0d2867,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,200,150,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
119,HOME,USDT,0x4bfaa776991e85e5f8b1255461cbbd216cfc714f,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
120,HOOK,USDT,0xa260e12d2b924cb899ae80bb58123ac3fee1e2f0,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
121,HSK,ETH,0xE7C6BF469e97eEB0bFB74C8dbFF5BD47D4C1C98a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,150,100,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
122,HUMA,USDT,0x92516e0ddf1ddbf7fab1b79cac26689fdc5ba8e6,0x55d398326f99059fF775485246999027B3197955,6,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
123,HYPER,USDT,0xc9d23ed2adb0f551369946bd377f8644ce1ca5c4,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
124,HYPER,ETH,0x93A2Db22B7c736B341C32Ff666307F4a9ED910F5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,50,40,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
125,ID,USDT,0x2dff88a56767223a5529ea5960da7a3f5f766406,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
